concept_name,concept_synonym
"aminoacetic aicd 2980mg(A액600ml중), calcium chloride dihydrate 331mg(B액500ml중), dextrose 120g(B액500ml중), L-alanine 1500mg(A액600ml중), L-arginine 2030mg(A액600ml중), L-histidine 600mg(A액600ml중), L-leucine","aminoacetic acid 2980mg (in 600ml of solution A), calcium chloride dihydrate 331mg (in 500ml of solution B), dextrose 120g (in 500ml of solution B), L-alanine 1500mg (in 600ml of solution A), L-arginine 2030mg (in 600ml of solution A) ), L-histidine 600mg (in 600ml solution A), L-leucine"
혈청중 알부민 정량검사용,For quantitative testing of albumin in serum
혈청중 빌리루빈측정,Serum bilirubin measurement
혈청중 지피티 측정,Measurement of GPT in serum
"budesonide(micronized) 18mg(0.3mg/회), salmeterol xinafoate (as salmeterol 1.5mg(25μg/회))","budesonide (micronized) 18mg (0.3mg/time), salmeterol xinafoate (as salmeterol 1.5mg (25μg/time))"
사람유래피부각질세포 2 X 10^7 cells 이상,Human derived skin keratinocytes 2
"calcium chloride dihydrate(C액 500ml중) 0.441g, glucose monohydrate(as glucose anhydate)(A액 500ml중) 80g, glycine(C액 500ml중) 1.65g, L-alanine(C액 500ml중) 4.85g, L-arginine(C액 500ml중) 2.7g, L-asparaginic acid(C액 500ml중) 1.5g","calcium chloride dihydrate (in 500 ml of solution C) 0.441 g, glucose monohydrate (as glucose anhydate) (in 500 ml of solution A) 80 g, glycine (in 500 ml of solution C) 1.65 g, L-alanine (in 500 ml of solution C) 4.85 g, L -arginine (in 500ml of solution C) 2.7g, L-asparaginic acid (in 500ml of solution C) 1.5g"
"calcium chloride dihydrate(B액500ml중) 331mg, dextrose monohydrate(A액500ml중) 82.5g, glycine(A액500ml중) 2830mg, L-alanine(A액500ml중) 5690mg, L-arginine(A액500ml중) 3160mg, L-histidine(A액500ml중) 1320mg, L-leucine(A액500ml중)","calcium chloride dihydrate (in 500 ml of solution B) 331 mg, dextrose monohydrate (in 500 ml of solution A) 82.5 g, glycine (in 500 ml of solution A) 2830 mg, L-alanine (in 500 ml of solution A) 5690 mg, L-arginine (in 500 ml of solution A) ) 3160mg, L-histidine (in 500ml of solution A) 1320mg, L-leucine (in 500ml of solution A)"
요중의 담즙색소검출 시약,Reagent for detecting bile pigment in urine
"indacaterol acetate (as indacaterol 4.5mg(0.15mg/캡슐)), mometasone furoate 2.4mg(80μg/캡슐)","indacaterol acetate (as indacaterol 4.5mg (0.15mg/capsule)), mometasone furoate 2.4mg (80μg/capsule)"
"calcium chloride dihydrate 0.551g(A용액 1087.5mL중)(2백), dextrose monohydrate 45g(A용액 1087.5mL중)(2백), magnesium chloride hexahydrate 0.152g(A용액 1087.5mL중)(2백), sodium bicarbonate 6.292g(B용액 1912.5mL중)(2백), sodium chlor","Calcium chloride dihydrate 0.551g (in 1087.5mL of solution A) (2 bags), dextrose monohydrate 45g (in 1087.5mL of solution A) (2 bags), magnesium chloride hexahydrate 0.152g (in 1087.5mL of solution A) (2 bags), sodium bicarbonate 6.292g (in 1912.5mL of solution B) (2 bags), sodium chlor"
혈청중 알카리성포스파타 제활성 정량 검사,Quantitative test for alkaline phosphatase activity in serum
혈청중 지오티.지피티 측정,Measurement of GOT and GPT in serum
"calcium chloride(2백) 385.5mg/1.5ℓ, dextrose(2백) 37.5g/1.5ℓ, magnesium chloride(2백) 153mg/1.5ℓ, sodium chloride(2백) 8.679g/1.5ℓ, sodium lactate solution(2백) 11.7705g/1.5ℓ","calcium chloride (2 bags) 385.5mg/1.5ℓ, dextrose (2 bags) 37.5g/1.5ℓ, magnesium chloride (2 bags) 153mg/1.5ℓ, sodium chloride (2 bags) 8.679g/1.5ℓ, sodium lactate solution ( 2 bags) 11.7705g/1.5ℓ"
"calcium chloride(2백) 0.6431g(A용액 1.25ℓ중), dextrose monohydrate(2백) 62.5g(A용액 1.25ℓ중), magnesium chloride(2백) 0.2541g(A용액 1.25ℓ중), sodium bicarbonate(2백) 0.525g(B용액 1.25ℓ중), sodium chloride(2백) 14.0987g(A","calcium chloride (2 bags) 0.6431g (in 1.25 liters of solution A), dextrose monohydrate (2 bags) 62.5g (in 1.25 liters of solution A), magnesium chloride (2 bags) 0.2541g (in 1.25 liters of solution A), sodium bicarbonate (2 bags) 0.525g (in 1.25 liters of solution B), sodium chloride (2 bags) 14.0987g (A"
"estrogen(conjugated) 0.625mg/1정(A정 14정중), estrogen(conjugated) 0.625mg/1정(B정 14정중), medroxyprogesteron acetate 5mg/1정(B정 14정중)","Estrogen (conjugated) 0.625mg/1 tablet (14 tablets A), estrogen (conjugated) 0.625mg/1 tablet (14 tablets B), medroxyprogesteron acetate 5mg/1 tablet (14 tablets B)"
human anti-hepatitis B immunoglobulin(I.V.) 2000단위,human anti-hepatitis B immunoglobulin (I.V.) 2000 units
"calcium chloride 0.542g/2ℓ(C분획), dextrose 1100g/2ℓ(A분획 및 B분획), magnesium chloride 0.108g/2ℓ(C분획), sodium chloride 10.76g/2ℓ(A분획 및 B분획), sodium chloride 10.76g/2ℓ(C분획), sodium lactate 9.44g/2ℓ(C분획","calcium chloride 0.542g/2ℓ (fraction C), dextrose 1100g/2ℓ (fraction A and B), magnesium chloride 0.108g/2ℓ (fraction C), sodium chloride 10.76g/2ℓ (fraction A and B), sodium chloride 10.76g/2ℓ (C fraction), sodium lactate 9.44g/2ℓ (C fraction"
"calcium chloride dihydrate(2백) 0.46g(A용액 906.25ml중), dextrose monohydrate(2백) 37.5g(A용액 906.25ml중), magnesium chloride hexahydrate(2백) 0.1275g(A용액 906.25ml중), sodium bicarbonate(2백) 5.25g(B용액 1,593.75ml중), sodium ch","calcium chloride dihydrate (2 bags) 0.46g (in 906.25ml of solution A), dextrose monohydrate (2 bags) 37.5g (in 906.25ml of solution A), magnesium chloride hexahydrate (2 bags) 0.1275g (in 906.25ml of solution A), sodium bicarbonate (2 bags) 5.25g (in 1,593.75ml of solution B), sodium ch"
"calcium chloride(2백) 0.385875g(A용액 0.75ℓ중), dextrose monohydrate(2백) 70.125g(A용액 0.75ℓ중), magnesium chloride(2백) 0.152475g(A용액 0.75ℓ중), sodium bicarbonate(2백) 0.315g(B용액 0.75ℓ중), sodium chloride(2백) 8.45","calcium chloride (2 bags) 0.385875g (in 0.75 liters of solution A), dextrose monohydrate (2 bags) 70.125g (in 0.75 liters of solution A), magnesium chloride (2 bags) 0.152475g (in 0.75 liters of solution A), sodium bicarbonate (2 bags) 0.315g (in 0.75 liters of solution B), sodium chloride (2 bags) 8.45"
mometasone furoate 7mg(50μg/회),mometasone furoate 7mg (50μg/time)
"aprotinin 1000KI.U(A병), calcium chloride 5.9mg(D병), human plasma fibrinogen 65-115mg(B병), human plasma thrombin 400-600I.U(C병)","aprotinin 1000KI.U (bottle A), calcium chloride 5.9mg (bottle D), human plasma fibrinogen 65-115mg (bottle B), human plasma thrombin 400-600I.U (bottle C)"
자오가·우슬·방풍·두충·구척·흑두건조엑스(20→1) 300mg,"Zaoga, Useul, Bangpung, Duchung, Gucheok, Black Bean Dried Extract (20→1) 300mg"
reviparin sodium(anti factor Xa로서 5153IU) 48.82mg,reviparin sodium (5153IU as anti factor Xa) 48.82mg
"estradiol valerate 1mg/1정(C정 7개정중), estradiol valerate 2mg/1정(A정 9개정중), estradiol valerate 2mg/1정(B정 12개정중), medroxyprogesterone acetate 10mg(B정 12개정중)","estradiol valerate 1mg/1 tablet (of 7 tablets C), estradiol valerate 2mg/1 tablet (of 9 tablets A), estradiol valerate 2mg/1 tablet (of 12 tablets B), medroxyprogesterone acetate 10mg (of 12 tablets B) middle)"
혈청중 중성지방 정량 검사용,For quantitative testing of neutral fat in serum
혈청중 요소질소 정량 검사,Serum urea nitrogen quantitative test
"calcium chloride(2백) 642.5mg/2.5ℓ, dextrose(2백) 62.5g/2.5ℓ, magnesium chloride(2백) 127mg/2.5ℓ, sodium chloride(2백) 13.45g/2.5ℓ, sodium lactate(2백) 11.2g/2.5ℓ","calcium chloride (2 bags) 642.5mg/2.5ℓ, dextrose (2 bags) 62.5g/2.5ℓ, magnesium chloride (2 bags) 127mg/2.5ℓ, sodium chloride (2 bags) 13.45g/2.5ℓ, sodium lactate (2 bags) bag) 11.2g/2.5ℓ"
"calcium chloride(2백) 0.54855g(A용액1.5ℓ중), dextrose monohydrate(2백) 75g(A용액 1.5ℓ중), magnesium chloride 6H2O(2백) 0.30495g(A용액 1.5ℓ중), sodium bicarbonate(2백) 0.63g(B용액 1.5ℓ중), sodium chloride(2백) 16.9185g(A","calcium chloride (2 bags) 0.54855g (in 1.5 liters of solution A), dextrose monohydrate (2 bags) 75g (in 1.5 liters of solution A), magnesium chloride 6H2O (2 bags) 0.30495g (in 1.5 liters of solution A), sodium bicarbonate (2 bags) 0.63g (in 1.5 liters of solution B), sodium chloride (2 bags) 16.9185g (A"
fluticasone propionate 30mg(0.25mg/회),fluticasone propionate 30mg (0.25mg/time)
혈청 지피티효소 정량검사,Serum GPT enzyme quantitative test
"calcium formate 5mg(B액중), rubidium iodide 8mg(B액중), sodium ascorbate 2.25mg(A액중), sodium iodide 12mg(B액중), thiamine hydrochloride 2.5mg(A액중)","calcium formate 5mg (in solution B), rubidium iodide 8mg (in solution B), sodium ascorbate 2.25mg (in solution A), sodium iodide 12mg (in solution B), thiamine hydrochloride 2.5mg (in solution A)"
"calcium chloride dihydrate(C액 750ml중) 0.6615g, glucose monohydrate(as glucose anhydate)(A액 750ml중) 120g, glycine(C액 750ml중) 2.475g, L-alanine(C액 750ml중) 7.275g, L-arginine(C액 750ml중) 4.05g, L-asparaginic acid(C액 750ml중)","calcium chloride dihydrate (in 750 ml of solution C) 0.6615 g, glucose monohydrate (as glucose anhydate) (in 750 ml of solution A) 120 g, glycine (in 750 ml of solution C) 2.475 g, L-alanine (in 750 ml of solution C) 7.275 g, L -arginine (in 750ml of liquid C) 4.05g, L-asparaginic acid (in 750ml of liquid C)"
"calcium chloride dihydrate 0.34g(A액456ml중), glucose monohydrate(as glucose 102.44g) 112.68g (B액788ml중), glycine 5.02g(A액456ml중), L-alanine 6.38g(A액456ml중), L-arginine 5.47g(A액456ml중), L-histidine 1.368g(A액456ml중), L-isoleucine","Calcium chloride dihydrate 0.34g (in 456ml of solution A), glucose monohydrate (102.44g as glucose) 112.68g (in 788ml of solution B), glycine 5.02g (in 456ml of solution A), L-alanine 6.38g (in 456ml of solution A) , L-arginine 5.47g (in 456ml of solution A), L-histidine 1.368g (in 456ml of solution A), L-isoleucine"
"budesonide(micronized) 9.6mg(0.16mg/회), formoterol fumarate dihydrate 0.27mg(4.5μg/회)","budesonide (micronized) 9.6mg (0.16mg/time), formoterol fumarate dihydrate 0.27mg (4.5μg/time)"
"3,3-diphosphono-1,2-propanedicarboxylate(DPD), tetrasodium(DPD로서 10.12mg) 13mg","3,3-diphosphono-1,2-propanedicarboxylate (DPD), tetrasodium (10.12 mg as DPD) 13 mg"
"calcium chloride(2백) 457.5mg/2.5ℓ, dextrose(2백) 37.5g/2.5ℓ, magnesium chloride(2백) 127mg/2.5ℓ, sodium chloride(2백) 13.45g/2.5ℓ, sodium lactate(2백) 11.2g/2.5ℓ","calcium chloride (2 bags) 457.5mg/2.5ℓ, dextrose (2 bags) 37.5g/2.5ℓ, magnesium chloride (2 bags) 127mg/2.5ℓ, sodium chloride (2 bags) 13.45g/2.5ℓ, sodium lactate (2 bags) bag) 11.2g/2.5ℓ"
"aminoacetic acid 1980mg(A액400ml중), calcium chloride 529.8mg(B액600ml중), glucose monohydrate 330g(B액600ml중), L-alanine 5820mg(A액400ml중), L-arginine monoglutamate 5980mg(A액400ml중), L-aspartic acid 1800mg(A액400ml중), L-gluta","aminoacetic acid 1980mg (in 400ml solution A), calcium chloride 529.8mg (in 600ml solution B), glucose monohydrate 330g (in 600ml solution B), L-alanine 5820mg (in 400ml solution A), L-arginine monoglutamate 5980mg (solution A) (in 400ml), L-aspartic acid 1800mg (in 400ml of liquid A), L-gluta"
"요,분변등의 혈액성분 검출시약","Reagents for detecting blood components in urine, feces, etc."
"bacillus subtilis·streptococcus faecium(streptococcus faecium 2.25억마리,bacillus subtilis 0.25억마리) 62.5mg(62.5mg/g)","bacillus subtilis·streptococcus faecium (streptococcus faecium 225 million, bacillus subtilis 025 million) 62.5mg (62.5mg/g)"
혈청지오티효소 정량검사,Serum GEOT enzyme quantitative test
혈청중 유리콜레스테롤 성분정량,Quantification of free cholesterol content in serum
budesonide(micronized) 80mg(0.4mg/회),budesonide (micronized) 80mg (0.4mg/time)
혈청중 총빌리루빈 정량검사,Quantitative test for total bilirubin in serum
pegvisomant 15mg(15mg/병),pegvisomant 15mg (15mg/bottle)
"estradiol hemihydrate 1mg/1정(A정6정중), estradiol hemihydrate 2mg/1정(B정10정중), estradiol hemihydrate 2mg/1정(C정12정중), norethisterone acetate 1mg/1정(B정10정중)","estradiol hemihydrate 1mg/1 tablet (out of 6 tablets A), estradiol hemihydrate 2mg/1 tablet (out of 10 tablets B), estradiol hemihydrate 2mg/1 tablet (out of 12 tablets C), norethisterone acetate 1mg/1 tablet (out of 10 tablets B) )"
"calcium chloride(2백) 0.54855g(A용액 1.5ℓ중), dextrose monohydrate(2백) 49.5g(A용액 1.5ℓ중), magnesium chloride 6H2O(2백) 0.30495g(A용액 1.5ℓ중), sodium bicarbonate(2백) 0.63g(B용액 1.5ℓ중), sodium chloride(2백) 16.9185g","calcium chloride (2 bags) 0.54855g (in 1.5 liters of solution A), dextrose monohydrate (2 bags) 49.5g (in 1.5 liters of solution A), magnesium chloride 6H2O (2 bags) 0.30495g (in 1.5 liters of solution A), sodium bicarbonate (2 bags) 0.63g (in 1.5 liters of solution B), sodium chloride (2 bags) 16.9185g"
혈청중 알부민 정량 검사,Serum albumin quantitative test
"L-alanine 5.496g(B액600ml중), L-arginine 3.72g(B액600ml중), L-aspartic acid 1.098g(B액600ml중), L-glutamic acid 1.896g(B액600ml중), glycine 2.634g(B액600ml중), L-histidine 2.262g(B액600ml중), L-isoleucine 1.896g(B액600ml중)","L-alanine 5.496g (in 600ml of solution B), L-arginine 3.72g (in 600ml of solution B), L-aspartic acid 1.098g (in 600ml of solution B), L-glutamic acid 1.896g (in 600ml of solution B), Glycine 2.634g (in 600ml of solution B), L-histidine 2.262g (in 600ml of solution B), L-isoleucine 1.896g (in 600ml of solution B)"
"calcium chloride(2백) 366mg/2ℓ, dextrose(2백) 85g/2ℓ, magnesium chloride(2백) 101.6mg/2ℓ, sodium chloride(2백) 10.76g/2ℓ, sodium lactate(2백) 8.96g/2ℓ","calcium chloride (2 bags) 366mg/2ℓ, dextrose (2 bags) 85g/2ℓ, magnesium chloride (2 bags) 101.6mg/2ℓ, sodium chloride (2 bags) 10.76g/2ℓ, sodium lactate (2 bags) 8.96g/ 2l"
혈청중 아밀라제 활성 측정,Measurement of amylase activity in serum
urokinase 2만KI.U,"urokinase 20,000KI.U"
혈액중의 백혈구 계산용시약,Reagent for counting white blood cells in blood
ciclesonide 4.8mg(80μg/회),ciclesonide 4.8mg (80μg/time)
"aminoacetic acid 7000mg(A액500ml중), calcium chloride 413.75mg(B액500ml중), dextrose 250g(B액500ml중), L-alanine 3550mg(A액500ml중), L-arginine 4750mg(A액500ml중), L-cysteine HCl 120mg(A액500ml중), L-histidine 1400mg(A액500ml중","aminoacetic acid 7000mg (in 500ml of solution A), calcium chloride 413.75mg (in 500ml of solution B), dextrose 250g (in 500ml of solution B), L-alanine 3550mg (in 500ml of solution A), L-arginine 4750mg (in 500ml of solution A) ), L-cysteine ​​HCl 120mg (in 500ml of solution A), L-histidine 1400mg (in 500ml of solution A)"
"calcium chloride(2백) 514mg/2ℓ, dextrose(2백) 93.5g/2ℓ, magnesium chloride(2백) 204mg/2ℓ, sodium chloride(2백) 11.572g/2ℓ, sodium lactate solution(2백) 15.694g/2ℓ","calcium chloride (2 bags) 514mg/2ℓ, dextrose (2 bags) 93.5g/2ℓ, magnesium chloride (2 bags) 204mg/2ℓ, sodium chloride (2 bags) 11.572g/2ℓ, sodium lactate solution (2 bags) 15.694g /2l"
혈청중 지오티 측정,Measurement of GEOT in serum
"calcium chloride(2백) 366mg/2ℓ, dextrose(2백) 30g/2ℓ, magnesium chloride(2백) 101.6mg/2ℓ, sodium chloride(2백) 10.76g/2ℓ, sodium lactate solution(2백) 8.96g/2ℓ","calcium chloride (2 bags) 366mg/2ℓ, dextrose (2 bags) 30g/2ℓ, magnesium chloride (2 bags) 101.6mg/2ℓ, sodium chloride (2 bags) 10.76g/2ℓ, sodium lactate solution (2 bags) 8.96g /2l"
"calcium chloride dihydrate(2백) 0.92g(A용액 3750ml중), dextrose monohydrate(2백) 212.25g(A용액 3750ml중), magnesium chloride hexahydrate(2백) 0.255g(A용액 3750ml중), sodium bicarbonate(2백) 11.61g(B용액 1250ml중), sodium chloride(2","calcium chloride dihydrate (2 bags) 0.92g (in 3750ml of solution A), dextrose monohydrate (2 bags) 212.25g (in 3750ml of solution A), magnesium chloride hexahydrate (2 bags) 0.255g (in 3750ml of solution A), sodium bicarbonate ( 2 bags) 11.61g (in 1250ml of solution B), sodium chloride (2"
혈청중 마그네슘 정량 검사,Quantitative test for magnesium in serum
요중의 단백질 성분 검출시약,Reagent for detecting protein components in urine
"L-alanine 12.36g(B액600ml중), L-arginine 8.37g(B액600ml중), L-aspartic acid 2.472g(B액600ml중), L-glutamic acid 4.266g(B액600ml중), glycine 5.922g(B액600ml중), L-histidine 5.094g(B액600ml중), L-isoleucine 4.266g(B액600ml중)","L-alanine 12.36g (in 600ml of solution B), L-arginine 8.37g (in 600ml of solution B), L-aspartic acid 2.472g (in 600ml of solution B), L-glutamic acid 4.266g (in 600ml of solution B), Glycine 5.922g (in 600ml of solution B), L-histidine 5.094g (in 600ml of solution B), L-isoleucine 4.266g (in 600ml of solution B)"
human immunoglobulin-G(폴리에칠렌글리콜처리) 3g,human immunoglobulin-G (polyethylene glycol treated) 3g
"calcium chloride(2백) 366mg/2ℓ, dextrose(2백) 50g/2ℓ, magnesium chloride(2백) 101.6mg/2ℓ, sodium chloride(2백) 10.76g/2ℓ, sodium lactate(2백) 8.96g/2ℓ","calcium chloride (2 bags) 366mg/2ℓ, dextrose (2 bags) 50g/2ℓ, magnesium chloride (2 bags) 101.6mg/2ℓ, sodium chloride (2 bags) 10.76g/2ℓ, sodium lactate (2 bags) 8.96g/ 2l"
"calcium chloride(2백) 0.5145g(A용액 1ℓ중), dextrose monohydrate(2백) 33g(A용액 1ℓ중), magnesium chloride(2백) 0.2033g(A용액 1ℓ중), sodium bicarbonate(2백) 0.42g(B용액 1ℓ중), sodium chloride(2백) 11.279g(A용액 1ℓ중),","calcium chloride (2 bags) 0.5145g (in 1 liter of solution A), dextrose monohydrate (2 bags) 33g (in 1 liter of solution A), magnesium chloride (2 bags) 0.2033g (in 1 liter of solution A), sodium bicarbonate (2 bags) 0.42g (in 1 liter of solution B), sodium chloride (2 bags) 11.279g (in 1 liter of solution A),"
