concept_name,concept_synonym
4CIS SPINAL FIXATION SYSTEM TRANSVERSE SET,4CIS 척추 고정 시스템 횡단 세트
HEALTH SUPPORT HOSIERY CLASS 1 MEDIUM SUPPORT PANTYHOSE,건강 지원 양말 클래스 1 미디엄 지원 팬티 스타킹
FUSION LOOP TIP WIRE GUIDE,퓨전 루프 팁 와이어 가이드
SPERO SCREW SET,나사 세트가 있었으면 좋겠어요
SUMMIT TAPERED HIP CEMENTLESS STEM (POROCOAT),SUMMIT 테이퍼드 힙 시멘트리스 스템(POROCOAT)
MAXIMA ANTERIOR CERVICAL PLATE SYSTEM,MAXIMA 전방 경추판 시스템
EXTERNAL FIXATOR DYNA EXTOR(SM),외부 해결사 다이나 엑스터(SM)
SUMP DRAIN PVC,배수구 PVC
PRECISION PLUS II IMPLANT,PRECISION PLUS II 임플란트
NIAGARA SLIM-CATHETER,나이아가라 슬림 카테터
PEVERTY NEEDLE,페버티니들
CANCELLOUS SPIKED WASHER,캔셀러스 스파이크 와셔
AMPLATZ SUPER STIFF GUIDE WIRE,AMPLATZ 슈퍼 스티프 가이드 와이어
UHR BIPOLAR CUP,바이폴라 컵 시청하기
DRIPASSIST TUBING SET,DRIPASSIST 튜브 세트
LIGAMNET BONE SCREW,리감넷 뼈 나사
FILTER SET,필터 세트
STYPOS(POLOSS),오타
C&S CAST,씨앤에스캐스트
PROXIMATE ILS,근접 ILS
NEBULIZER MASK,분무기 마스크
SLIO-A(K1),SLIO-A(K1)
BASX BLADELESS TROCAR 12LT SET,BASX 무검 트로카 12LT 세트
EASY PLUS IMPLANT,이지플러스 임플란트
LOCKING PLATE SCREW,잠금 플레이트 나사
EN-POCKET,주머니 속
INGENIO MRI & ACCOLADE MRI DR PACEMAKER,INGENIO MRI &amp; ACCOLADE MRI DR 심박조율기
TS CAGE - PLIF,TS 케이지 - PLIF
ELPS DF,엘프스DF
ANGLED ABUTMENT Ⅴ,각진 어버트먼트 Ⅴ
SIC STANDARD ABUTMENTS STRAIGHT,SIC 표준 어버트먼트 스트레이트
R5 TROCAR,R5 스위치
BIOSTEON WEDGE INTERFERENCE SCREW,BIOSTEON 웨지 간섭 나사
MINI STRAIGHT PLATE,미니 스트레이트 플레이트
AGILON PE-GLENOSPHERE,AGILON PE-글레노스피어
SPLINTROLLAGMA,스플린트롤라그마
NATH,나스
UNBITE,물지 말고
PERCUFIEX CATHETER CUFF KIT,PERCUFIEX 카테터 커프 키트
CERTOFIX DUO,인증서픽스 듀오
WINGSPAN STENT SYSTEM,윙스팬 스텐트 시스템
SINGLE CVP CATHETER,단일 CVP 카테터
FIGULLA FLEX II ASD OCCLUDER,Figulla Flex II ASD OCCLUDER
MUTARS PE-INLAY,MUTARS PE 인레이
SEVEN CAST P,세븐캐스트P
ALLOGRAFT WHOLE RADIUS,동종이식 전체 반경
BLOOD BAG WITH RBC FILTER QUADRUPLE,4배의 적혈구 필터가 포함된 혈액백
MALECOT NEPHROSTOMY CATHETER,MALECOT 신장 절제술 카테터
HUMAN BONE - PROXIMAL ULNA,인간 뼈 - 근위 척골
U1 BIPOLAR CAP,U1 바이폴라 캡
NEOFUSER,네오퓨저
FSN DIO ACTIVE,FSN 디오 액티브
PATELLAR TENDON,슬개골 힘줄
PRESSURE WIRE,압력선
SUBCLAVIAN VESSEL,쇄골하 혈관
EDGE SYSTEM ELECTRODES WITH QUIK-COMBO CONNECTOR,QUIK-COMBO 커넥터가 있는 엣지 시스템 전극
FLUYDO PTCA BALLOON CATHETER,유체 PTCA 풍선 카테터
DISPOSABLE PNEUMATIC VITRECTOME(1267.JMD06/1267.JMD25/2267.NMD05),일회용 공압 유리체(1267.JMD06/1267.JMD25/2267.NMD05)
G7 CERAMIC LINER,G7 세라믹 라이너
OHTO BIOWEDGE 12,오토 바이오웨지 12
ENDOTRACHEAL TUBE PREFORMED NASAL CUFFED TYPE,기관내관이 형성된 비강 커프형
HLS NOETOS TIBIAL INSERT,HLS NOETOS 경골 삽입물
LITTLEONE POUCH,리틀원 파우치
REFILL KIT,리필 키트
INQUIRY CARDIOVERSION ELECTROPHYSIOLOGY CATHETER,문의 심장율동전환 전기생리학 카테터
AIRNET,에어넷
VASCULAR GORE-TEX STRETCH BIFURCATED GRAFT,혈관 GORE-TEX 스트레치 분기 이식편
POLY AX CANNULATED SCREW,폴리액스 캐뉼러형 나사
MACS TL TWIN SCREW -POLYAXIAL SCREW SET,MACS TL 이중 나사 -다축 나사 세트
CUTIMED SORBION SANA (MULTI STAR),큐타임드 소르비온 사나(멀티스타)
TOP SPLINT LONG LEG,탑 스플린트 롱 레그
APIS PROXIMAL HUMERUS LOCKING PLATE(LARGE TYPE),APIS 근위 상완골 잠금 플레이트(대형)
NC EUPHORA,NC 유포라
PEEL AWAY INTRODUCER SHEATH,껍질을 벗겨내세요 소개자 칼집
BENCOX BIPOLAR CUP,벤콕스 바이폴라 컵
SUBMERGED FIXTURE(SMALL)RBM,수중 고정 장치(소형)RBM
LIFESPAN EPTFE VASCULAR GRAFT,수명 EPTFE 혈관 이식편
PD,PD
SCLEROSING-NEEDLE,경화 바늘
BIOBSORB α,바이오옵소브
XPEED ANYRIDGE INTERNAL FIXTURE [AR]/SHORT,XPEED ANYRIDGE 내부 고정 장치 [AR]/SHORT
MULTI-FIX CABLE SYSTEM_CABLE,다중 고정 케이블 시스템_CABLE
LATITUDE HEMI ELBOW SYSTEM(ULNAR),위도 반 엘보우 시스템(척골)
3M SURGICAL CLIPPER,3M 수술용 클리퍼
SPARC SLING SYSTEM,스팍 슬링 시스템
STERNALOCK RIB PLATE,STERNALOCK 립 플레이트
HERO 2,히어로 2
WHOLE FIBULAR,전체 비골
WIRE HAIR,와이어헤어
LNK SPINAL FIXATION SYSTEM CONNECTOR,LNK 척추 고정 시스템 커넥터
NS NEEDLE,NS바늘
BLOOD CARDIOPLEGIA DELIVERY SET,혈액 심정지 전달 세트
T PLATE,T 플레이트
"ATLAS FIXTURE(EXT, P/M, ASD)","ATLAS FIXTURE(EXT, P/M, ASD)"
CATHETER ACCESS PORT KIT,카테터 액세스 포트 키트
HERACLE,헤라클레스
SOFIA,소피아
CORE TLIF CAGE,코어 TLIF 케이지
INSTINCT JAVA AXIAL AND SIDE BY SIDE CONNECTOR,본능적인 JAVA 축형 및 병렬 커넥터
NEPHROSTOMY DRAINAGE CATHETER,신장 절제술 배액 카테터
SILICONE BOAT,실리콘 보트
UNI EX LINE,유니 EX 라인
PALIUM NEEDLE,팔륨 바늘
MINI PLATE COMPLATION,미니 플레이트 구성
DRYSTAR DT2 B/C,드라이스타 DT2 B/C
DYNAMESH-CICAT VISIBLE,DYNAMESH-보이는 가슴
SIS CORTICAL SCREW-4.5MM,SIS 피질 나사-4.5MM
DRY LASER FILM:DI-HL,건식 레이저 필름:DI-HL
GENESIS II AII-POLY TIBIAL COMPONENT,GENESIS II AII-폴리 경골 구성요소
HEMASHIELD GOLD WOVEN DOUBLE VELOUR VASCULAR GRAFTS : THREE BRANCH,HEMASHIELD GOLD 우븐 더블 벨루어 혈관 이식편: 3가지 가지
PALAMIX SET,팔라믹스 세트
INTEGUPLY MESHED ACELLULAR DERMIS,완전하게 메쉬된 무세포 진피
ATHENA CERVICAL PLATE SYSTEM,ATHENA 경추판 시스템
LEAD EXTENSION,리드 확장
LOSPA IS T-PLIF CAGE(STERILE),LOSPA는 T-PLIF 케이지(멸균)입니다.
"NUTRILINE, PREMICATH","뉴트리라인, 프레미카트"
"GAS SAMPLING LINE, DISPOSABLE",일회용 가스 샘플링 라인
MEMBRA-GEN(OSSGUIDE),MEMBRA-GEN(OSSGUIDE)
ANATOMICAL BONE PLATE,해부학적 뼈판
TRI-LOBE BALLOON CATHETER,삼엽 풍선 카테터
FEMUR PROXIMAL(W/ HEAD),대퇴골 근위부(머리 포함)
TOMOFIX MEDIAL HIGH TIBIA,TOMOFIX 내측 경골 경골
MINI VACUUM DRAINAGE SYSTEM,미니 진공 배수 시스템
P-CUT,P-컷
D.V.R. ANATOMIC PLATE,DVR 해부판
BIO-MEM/OVIS TRM,BIO-MEM/OVIS TRM
OHEMEDA TYPE,오헤메다형
MULTI-FIX LARGE ANATOMICAL LOCKING PLATE,다중 고정 대형 해부학적 잠금 플레이트
RADIAL VESSEL,방사형 용기
WHOLE PATELLA LIGAMENT,전체 슬개골 인대
SHUNT CSF LUMBAR CATHETER,션트 CSF 요추 카테터
COHESIVE SKIN BARRIERS,응집력 있는 피부 장벽
SUPERIOR VENA CAVA,우수한 베나 카바
ARIX SYSTEM CANNULATED SCREW,ARIX 시스템 캐뉼러형 나사
TRACHEOTOMY TUBE (UN-CUFFED),기관 절개 튜브(커프 없음)
E FIXTURE,E 고정물
NON-DEHP I.V FLOW REGULATOR,NON-DEHP IV 유량 조절기
LCP DISTAL ULNA PLATE,LCP 원위 척골 플레이트
TITANIUM ALLOY HALF PIN,티타늄 합금 하프 핀
FARMALASTIC STOCKING S SUPER,FARMALASTIC 스타킹 S 슈퍼
HTO PLATE,HTO 플레이트
PATELLA TENDON HEMI,슬개골 힘줄 헤미
PANTERA PRO,판테라 프로
EXPRESS SD MONORAIL PREMOUNTED STENT SYSTEM,EXPRESS SD 모노레일 사전 장착형 스텐트 시스템
TRIGUY STEERABLE ABLATION CATHETER,TRIGUY 조종 가능한 절제 카테터
ALLOBONE(TIBIA DISTAL),알로본(경골 원위부)
CONGRUENT DISTAL FIBULA PLATE,합동 원위 비골판
EMBOTRAP II REVASCULARIZATION DEVICE,EMBOTRAP II 재혈관화 장치
PHYSICA KNEE TIBIAL PLATE,PHYSICA 무릎 경골판
POWER INJECTABLE PRO-LINE HICKMAN CATHETER,동력 주입식 PRO-LINE HICKMAN 카테터
THERAFUSER (CONTINUOUS TYPE),테라퓨저(연속형)
SURGIPRO,서지프로
"FEMUR, DISTAL, MEDIAL","대퇴골, 원위, 내측"
ALPS LOCKING CORTICAL SCREW,ALPS 잠금 피질 나사
ISF DIO ACTIVE,ISF 디오 액티브
3S PERCUTANEUOS ACCESS INTRODUCER,3S PERCUTANEUOS 액세스 소개자
ARIX SYSTEM CANNULATED HEADLESS SCREW,ARIX 시스템 캐뉼러형 헤드리스 나사
FS LOCKING SCREW,FS 잠금 나사
MINI PLATE & STAPLE,미니 접시 및 스테이플
APIS T-ANCHOR,APIS T-앵커
NEMOA(F) SPLINT (ONE STEP TYPE),NEMOA(F) 스플린트(원스텝형)
ACCUFUSER PLUS,더 비난하라
ABC CERVICAL SCREW,ABC 자궁경부 나사
3.5 LOCKING CORTEX SCREW,3.5 잠금 코르텍스 나사
GENERAL BALLOON CATHETER,일반 풍선 카테터
MINITAC 2.0 TI,미니택 2.0은
OPS CORTIAL SCREW,OPS 피질 나사
PGSORB,PGSORB
ENDO-PORT BLADE TROCAR,엔도 포트 블레이드 변경
T-GARDER,티킵
ACS STEMS FOR FEMUR AND TIBIA,대퇴골 및 경골용 ACS 스템
ANGIO GUIDE WIRE,안지오 가이드 와이어
MOZEC NC RX PTCA BALLOON DILATATION CATHETER,MOZEC NC RX PTCA 풍선 확장 카테터
ANAX OCT SPINAL SYSTEM TRANSVERSE LINK,ANAX OCT 척추 시스템 횡단 링크
THERAPEUTIC TPE SET,치료용 TPE 세트
UNIVERSAL MANDIBLE PLATE,범용 하악판
ZENYTEEX,제니텍스
GUIDE WIRE FOR ANGIOGRAPHY,혈관 조영술용 가이드 와이어
COOL-TIP RF ELECTRODE,쿨팁 RF 전극
TRACHEOSTOMY TUBE SILICONE(CUFF TYPE),기관절개 튜브 실리콘(커프형)
CLAREON ASPHERIC HYDROPHOBIC ACRYLIC IOL,CLAREON 비구면 소수성 아크릴 IOL
MULTIPLE EXTERNAL FIXATOR,다중 외부 고정 장치
RHINOCEL,코뿔소
ACE GRIP ENDO FIX,에이스 그립 엔도 픽스
GINGIHUE POST,긴기휴 포스트
BAROVAC-PP(I),바로박-PP(I)
BLUNT PORT PLUS,블런트 포트 플러스
SIM ONE-THIRD TUBULAR LOCKING PLATE,SIM 1-3 관형 잠금 플레이트
POLYMEM NON-ADHESIVE DRESSING,폴리머 무점착 드레싱
IS SCRP ABUTMENT,IS SCRP 어버트먼트
ZERO-P SYSTEM,제로P 시스템
PDSII,PDSII
X-FORCE U30,X-포스 U30
TEMPORAL FASCIA,측두근막
EEA CIRCULAR STAPLER WITH TRI-STAPLE,세 개의 스테이플이 포함된 EEA 원형 스테이플러
ALCARE FLANGE,알케어 플랜지
SILKAM,실캄
HUMAN BONE 1/2 FEMORAL HEAD,인간 뼈 1/2 대퇴골 머리
CONSERVE PLUS RESURFACING ACETABULAR SHELL,보존 및 비구 껍질 재포장
RAYNER ASPHERIC LENS,레이너 비구면 렌즈
GENOSS CERVICAL CAGE,자궁경부 케이지를 즐겨보세요
BIO PLIF CAGE,바이오 플리프 케이지
AUTOSUTURE ILA,자가 봉합 ILA
"GAP PLATE, PROFILE ZERO","갭 플레이트, 프로파일 제로"
OSTEOPLUG,골전개
A3 FEMORAL CONDYLE,A3 대퇴과두
INTELLIS EXTERNAL NEUROSTIMULATOR,인텔리스 외부 신경자극제
SOLID LOCKING SCREW,견고한 잠금 나사
HUMAN BONE-ILIAC CREST WEDGE,인간 뼈-장골 능선 웨지
TISSUE EXPANDER WITH INJECTION VALVE,주입 밸브가 있는 조직 확장기
PRIME I.V,프라임 IV
CENTERPIECE PLATE,센터피스 플레이트
KNJ MEDICAL ELECTRODE,KNJ 의료용 전극
SNARE RETRIEVAL KIT,올가미 회수 키트
SOLID ABUTMENT(INT.),솔리드 어버트먼트(INT.)
ABIDING SOLID ABUTMENT AF,견고한 접합
PROXIMATE TCR10/TRT10,근접 TCR10/TRT10
CHAORUM IMPLANT SYSTEM-ABUTMENT (Ⅰ-Ⅰ),차오럼 임플란트 시스템-어버트먼트(Ⅰ-Ⅰ)
MAXI I-TYPE PLATE,MAXI I-TYPE 플레이트
SERASIS,세라시스
SAL 302,윌 302
LAPORT-CS(SOFT),LAPORT-CS(소프트)
EXPRESS VASCULAR LD PREMOUNTED STENT SYSTEM,고속 혈관 LD 사전 장착형 스텐트 시스템
OPEN TEX 01,오픈텍스 01
U2 KNEE TIBIAL BASEPLATE,U2 무릎 경골 베이스플레이트
RESOMET™ BIORESORBABLE BONE SCREW,RESOMET™ 생체흡수성 뼈 나사
MID(AUTO) SCREW,중간(자동) 나사
CLAVE,단서
INTER-OSS,OSS 간
PARIETEX ANATOMICAL MESH,PARIETEX 해부학적 메쉬
EGIS PYLORIC SINGLE BARE STENT,이지스 파일로릭 싱글 베어 스텐트
OXI PLUS SENSOR,OXI 플러스 센서
INCANTO WITH NEEDLE,바늘이 달린 인칸토
CONNECTOR REDUCING Y,커넥터 감소 Y
IPU FILTER 1.2㎛,IPU 필터 1.2㎛
SYNSTER CROSSLINK SET,신스터 크로스링크 세트
UNITY SACROILIAC JOINT FIXATION SCREW,UNITY 천장관절 고정 나사
AFX ILIAC LIMB EXTENSION SYSTEM,AFX 장골 사지 확장 시스템
GATE ESOPHAGEAL UNCOVERED STENT,게이트 식도 노출 스텐트
DUALPOR COLLAGEN PUTTY 10,듀얼포 콜라겐 퍼티 10
SURECAN SAFETY II,슈레칸세이프티II
T01 FIXTURE,T01 고정 장치
CABLE-READY INTEGRAL SHORT GTR,케이블 사용이 가능한 일체형 짧은 GTR
EVIA SR-T,에비아 SR-T
FILTERWIRE EZ EMBOLIC PROTECTION SYSTEM,FILTERWIRE EZ 색전증 보호 시스템
ALLOBONE(FEMUR PROXIMAL W/O HEAD),알로본(머리가 없는 대퇴골 근위부)
WEDGE LOCKING PLATE,웨지 잠금 플레이트
CERVIOS,세르비오스
ANATOMICAL LARGE LOCKING CLAVICLE PLATE,해부학적 대형 잠금 쇄골 플레이트
OC FUSION SYSTEM PREBENT ROD,OC FUSION SYSTEM 프리벤트 로드
CPS OCT-A PLATE,CPS OCT-A 플레이트
CRUISER HYDRO GUIDEWIRE,크루저 하이드로 가이드와이어
SOFT CAST,소프트캐스트
SPRINT ICD LEAD,스프린트 ICD 리드
WIDE ABUTMENTSCREW[EX/EZ] [RE],넓은 어버트먼트나사[EX/EZ] [RE]
INOMED LARYNGEAL ELECTRODE,이노메드 후두 전극
ACT FIX RING SYSTEM,ACT FIX 링 시스템
CHIN PLATE,턱 플레이트
INFU-GREEN PLUS (FILTER),INFU-GREEN PLUS(필터)
MAX VPC SCREW,최대 VPC 나사
"CORTEX SCREW, SELF-TAPPING","코르텍스 나사, 셀프 태핑"
FEMORAL HEAD BONE,대퇴골두
"4CIS 4.5MM CORTICAL SCREW, SELF TAPPING","4CIS 4.5MM 코르티컬 나사, 셀프 태핑"
ULTRACAP,울트라캡
LOCKING ELBOW PLATE,잠금 엘보우 플레이트
EIT CELLULAR TITANIUM TLIF CAGE,EIT 셀룰러 티타늄 TLIF 케이지
ACS FB TIBIA COMPONENT CEMENTED WITH TIN,주석으로 접합된 ACS FB 경골 구성요소
LUMFIX ROD,럼픽스 로드
OSTEOSET RESORBABLE BEAD KITS(RBK) - STANDARD CURE,OSTEOSET 흡수성 비드 키트(RBK) - 표준 치료
JOURNEY UNI TIBIAL INSERT,JOURNEY UNI 경골 삽입물
4.5 LOCKING CORTEX SCREW,4.5 잠금 코르텍스 나사
VIDEO TAPE,비디오테이프
QUANTUM MAVERICK MONORAIL PTCA DILATATION CATHETER,QUANTUM MAVERICK 모노레일 PTCA 확장 카테터
APIS 3.5MM SELF-TAPPING SCREW,APIS 3.5MM 셀프 태핑 나사
SURGIPRO MESH,서지프로 메시
DENSE HA PROSTHESES,DENSE HA 보철물
EZ CLIP HANDLE,EZ 클립 핸들
MTA,MTA
UNIFY QUADRA,통합 쿼드라
APIS MINI LOCKING PLATE,APIS 미니 잠금 플레이트
BIO-C,바이오-C
E.C.C NEONATAL SILICONE CATHETER (EPICUTANEO-CAVE CATHETER NEOCATH),ECC 신생아 실리콘 카테터(EPICUTANEO-CAVE 카테터 NEOCATH)
BOIS,마시다
SCORPIO BLOCK/WEDGE,스콜피오 블록/웨지
"LSO SILICONE OIL(LV1000, LV5000)","LSO 실리콘 오일(LV1000, LV5000)"
IKAZUCHI ZERO,IKAZUCHI ZERO
SUTURE ETHILON (NYLON),봉합 에틸렌(나일론)
MATRIX RIB NON-LOCK SCREW,매트릭스 리브 비잠금 나사
CARELINE LEG BAG,CARELINE 레그백
SPINEFIX(HYDROXYAPATITE BONE CEMENT),SPINEFIX(수산화인회석 골시멘트)
BIOP PLUS BS PF,바이오프 플러스 BS PF
LCP CALCANEOUS PLATE,LCP 석회질 판
ARISTENT COLON CP,AISTENT 콜론 CP
EXTREMILOCK FPS-PLATE,EXTREMILOCK FPS-플레이트
TALENT ENDOLUMINAL OCCLUDER SYSTEM,TALENT 관내 폐색 시스템
MEDI CAST,메디캐스트
ALIANS CEMENT MIXING SYSTEM,ALIANS 시멘트 혼합 시스템
"TITANIUM BONE SCREW, SELF TAPPING","티타늄 뼈 나사, 셀프 태핑"
LNK POSTERIOR CERVICAL SCREW SET,LNK 후방 경추 나사 세트
ET TUBE RE-INFORCED,ET 튜브가 다시 강화되었습니다.
RESTORATION MODULAR REVISION HIP SYSTEM,복원 모듈식 교정 HIP 시스템
ACHILLES TENDON W/BONE BLOCK,아킬레스건(뼈 블록 포함)
VECTEC BLADELESS,VECTEC 블레이드리스
CEMEX GENTA SYSTEM 60G,세멕스 젠타 시스템 60G
SUMMIT OCT SPINAL SYSTEM - OCCIPITAL TRANSITION ROD,SUMMIT OCT 척추 시스템 - 후두 전환 막대
BLADE FOR BONE CEMENT INJECTION,골시멘트 주입용 블레이드
FIXED CURVE EP CATHETER,고정 곡선 EP 카테터
BICARBON MECHANICAL HEART VALVE,중탄소 기계식 심장 판막
RECAP PF PC ACETABULAR COMPONENT,RECAP PF PC 비구 구성요소
SAFE Y,안전해요
COLLAOSS(PUTTY),콜라오스(퍼티)
MATRIX PREFORMED ORBITAL PLATE,매트릭스 사전 형성된 궤도 플레이트
I.V CHECK VALVE,IV 체크 밸브
AUTOTRANSFUSION SET,자동 수혈 세트
SM BIOTITE-H FIXTURE,SM 흑운모-H 고정물
ID-VAC,ID-VAC
ANATOMICAL LOCKING DISITAL FIBULAR PLATE,해부학적 잠금 원위 비골판
PROFI SAFE INFUSION FILTER,PROFI 안전 주입 필터
GELWEAVE TRIFURCATE ARCH GRAFT,GELWEAVE 삼중 아치 이식편
REVERSE TOTAL SHOULDER SYSTEM,리버스 토탈 숄더 시스템
IMPRESS CATHETER,임프레스 카테터
XCEL BLADELESS TROCAR,XCEL 블레이드리스 트로카
STRAIGHT ABUTMENT,스트레이트 어버트먼트
LOCKING THIRD TUBULAR PLATE,세 번째 관형 플레이트 잠금
"INNO SHORT FIXTURE(INT, N/M, SLA)","INNO 쇼트 픽스처(INT, N/M, SLA)"
ACRYSOF ASPHERIC NATURAL IQ,ACRYSOF 비구면 천연 IQ
H-VAC MIXING SYSTEM,H-VAC 혼합 시스템
SPACEMAKER PRO,스페이스메이커 프로
GREENFUSER,그린퓨저
SMALL VESSEL PERIPHERAL GUIDE WIRE,소형 선박 주변 가이드 와이어
BIOCERAMIC-ALZR LINER,바이오세라믹-ALZR 라이너
RADIUS SEGMENT,반경 세그먼트
ZENIUS SPINAL SYSTEM-SCREW SET,ZENIUS 척추 시스템-나사 세트
ALLOBONE(HUMERUS PROXIMAL W/ROTATOR CUFF),알로본(회전근개 포함 상완골 근위부)
ALLOSPINE(TIBIA RING),동척(경골 링)
SAFIL,사필
NOVAFIX,노바픽스
SIMPLEX ANTIBIOTIC BONE CEMENT,단순 항생제 골시멘트
INTICA DR-T & RIVACOR DR-T,인티카 DR-T &amp; 리바코르 DR-T
FORTRESS,요새
MUTIFUNCTION DEFIBLILLATION ADULT PADS,다기능 제세동 성인용 패드
"COLLAOSS(PUTTY), NEOOSS(PUTTY)","콜라오스(퍼티), 네오스(퍼티)"
PORTAL STEERABLE HYDROPHILIC GUIDEWIRE,포털 조종형 친수성 가이드와이어
LCP PERIARTICULAR PROXIMAL HUMERUS PLATE,LCP 관절 주위 근위 상완골판
BIOVUE,BIOVUE
SWAN-GANZ CCOMBO CCO/SV02/CEDV CATHETER,SWAN-GANZ CCOMBO CCO/SV02/CEDV 카테터
LLETZ ELECTRODE,레츠 전극
USS (UNIVERSAL SPINE SYSTEM ) CROSS LINK SET,USS (유니버설 스파인 시스템) 크로스 링크 세트
PERCUFLEX PLUS STENT,PERCUFLEX 플러스 스텐트
V.A.C GRANUFOAM X-LARGE,VAC 그래누폼 X-LARGE
TRICORTICAL ILIUM BLOCK,삼엽 장골 블록
FULL OSSEOTITE PARALLER WALLED IMPLANT,전체 OSSEOTITE PARALLER 벽형 임플란트
1.5/0.3 ULTRA PRECONTOURED MESH,1.5/0.3 울트라 사전 윤곽 메시
COLLAGEN MEMBRANE,콜라겐 막
X-PORT,X-포트
INJECTOR FORCE,인젝터 힘
ALLEVYN AG GENTLE BORDER,ALLEVYN AG 젠틀 보더
FIN FIXTURE LOCKING TYPE FF 6MM,핀 고정 장치 잠금 유형 FF 6MM
BIO MEGAFIX CROSS LINK SET,바이오 메가픽스 크로스링크 세트
SKIN CPA,스킨 CPA
EXCELLENT SOLID ABUTMENT EF,우수한 솔리드 어버트먼트 EF
ADVANTA VS GDS,아반타 VS GDS
DEEP IMPLANT FIXTURE HEX TYPE,Deep Implant Fixture Hex 타입
NASAL DRESSING,코 드레싱
PROTEGE GPS SEIF-EXPANDING PERIPHERAL STENT,PROTEGE GPS SEIF 확장 주변 스텐트
SEVEN SPLINT,세븐 스플린트
MANDIBLE RECONSTRUCTION SCREW,하악 재건 나사
WYM-ENDOTRACHEAL TUBE(RC)-Ⅳ,WYM-기관내관(RC)-IV
CERVIX SET,자궁 경부 세트
ADVANIX PANCREATIC STENT,ADVANIX 췌장 스텐트
EXCELOS INJECT,엑셀로스 인젝트
ETCO2-OXYMASK WITH SAMPLING LINE,샘플링 라인이 있는 ETCO2-옥시마스크
LAPORT(BLUNT TYPE),LAPORT(무딘형)
NS KIT MID TYPE(STERILE),NS KIT 중형(STERILE)
MINI PLATE 2.0MM RECONSTRUCTION PLATE,미니 플레이트 2.0MM 재구성 플레이트
DYNAFIX SPINE CROSS LINK SET,DYNAFIX 척추 크로스 링크 세트
ULTRAPRO HERNIA SYSTEM(UHS)(3D TYPE),울트라프로 헤르니아 시스템(UHS)(3D TYPE)
OSG-DUALPOR BLOCK 101,OSG-DUALPOR 블록 101
MDS INJECTOR,MDS 인젝터
ACHIEVE MAPPING CATHETER,매핑 카테터 달성
POWER HICKMAN CATHETER(DOUBLE LUMEN),파워 HICKMAN 카테터(이중 루멘)
HY IV REGULATOR,HY IV 레귤레이터
CODMAN ANEURYSM CLIP SUNDT -KEES SLIMLINE,CODMAN 동맥류 클립 SUNDT - 슬림라인 유지
MONOPTY DISPOSABLE CORE BIOPSY INSTRUMENT,MONOPTY 일회용 코어 생검 기기
RECONSTRUCTION NAIL SET,리컨스트럭션 네일 세트
SLEEK OTW PTA BALLOON CATHETER,세련된 OTW PTA 풍선 카테터
BAHA BP110,바하 BP110
MICRO T-TYPE PLATE,마이크로 T형 플레이트
BIOP 10 PLUS BS PF,BIOP 10 플러스 BS PF
BYO-KIT-T2,BYO-KIT-T2
MONOCRYL,모노크릴
DUODERM SIGNAL DRESSING,듀오덤 시그널 드레싱
SIS CLAVICLE LOCKING PLATE,SIS 쇄골 잠금 플레이트
KORA 250 DR/ENO DR/TEO DR/OTO DR,코라 250 DR/ENO DR/TEO DR/OTO DR
HERCULES DH BILIARY,헤라클레스 DH 빌리아리
SAFLO INFUSER - PCA,SAFLO 인퓨저 - PCA
CRESCENDO+(PLUS)GUIDE WIRE,CRESCENDO+(PLUS)가이드 와이어
PROXIMATE PPH,근접 PPH
DISPOSABLE NEBULIZER AEROSOL MASK WITHOUT TUBE,튜브가 없는 일회용 분무기 에어로졸 마스크
VPN,VPN
CEVOX CENTRAL VENOUS OXIMETRY PROBE,CEVOX 중앙 정맥 산소 측정 프로브
ZNN RF NAIL SET,ZNN RF 네일 세트
AMPHIRION DEEP LONG CONE BALLOON CATHETER,AMPHIRION 딥 롱 콘 풍선 카테터
PLATELET SET,혈소판 세트
DOCTUS AIR CUFF BOOT,DOCTUS 에어커프 부츠
TECNIS MONOFOCAL INTRAOCULAR LENS ZA9003,TECNIS 단초점 안구내 렌즈 ZA9003
MINI VOLUME LINE(S4),미니 볼륨라인(S4)
CORTEX SCREW,코르텍스 나사
PENUEL PEDICLE SCREW SET,페뉴엘 페디클 스크류 세트
ARROW RADIAL ARTERY CATHETERIZATION SET,화살표 요골 동맥 도관 세트
RESOLUTE INTEGRITY,확고한 정직성
VERSAPORT(V2),베르사포트(V2)
SELECON MP CATHETER II,SELECON MP 카테터 II
MICRO SP TYPE,마이크로 SP형
HERCULES SP PYLORIC,헤라클레스 SP 파일로릭
TRANSSEPTAL NEEDLE BRK SERIES,경격침 BRK 시리즈
HAND SWITCH PENCIL ELECTRODE-TIP(LOOP),핸드 스위치 연필 전극 팁(루프)
K-VAC,K-VAC
ULC SCREW SET,ULC 나사 세트
NEURO 2,신경 2
SAFELOCK IV ONE WAY VALVE,SAFELOCK IV 단방향 밸브
YOULEG COMPRESSION STOCKING(20-30),유렉 컴프레션 스타킹(20-30)
"FEMUR, PROXIMAL W HEAD","대퇴골, 근위 W 머리"
PERICARDIUM,심낭
MUTARS GENUX MK STEM CEMENTLESS+MUTARS GENUX OFFSET ADAPTER,MUTARS GENUX MK 스템 시멘트리스+MUTARS GENUX 오프셋 어댑터
VISIONIST & INVIVE CRT-P,비전니스트 및 INVIVE CRT-P
4CIS TROCHANTER STABILIZING PLATE,4CIS 전자 안정판
